,Date,Action,Ticker,Quantity,Price,Cash
0,2019-01-31,BUY,AAPL,2534,39.4588737487793,900011.2139205933
1,2019-01-31,BUY,AMZN,1197,83.52149963378906,800035.9788589478
2,2019-01-31,BUY,CSCO,2570,38.90793228149414,700042.5928955078
3,2019-01-31,BUY,GOOGL,1828,54.70120620727539,600048.7879486084
4,2019-01-31,BUY,INTC,2444,40.91392517089844,500055.1548309326
5,2019-01-31,BUY,META,667,149.8475799560547,400106.81900024414
6,2019-01-31,BUY,MSFT,997,100.26834869384766,300139.275352478
7,2019-01-31,BUY,NFLX,293,340.6600036621094,200325.89427947998
8,2019-01-31,BUY,NVDA,29350,3.407104015350342,100327.39142894745
9,2019-01-31,BUY,TSLA,4857,20.584667205810547,347.66281032562256
10,2019-02-28,SELL,CSCO,90,42.97282409667969,4215.216979026794
11,2019-02-28,SELL,INTC,132,46.10990524291992,10301.724471092224
12,2019-02-28,SELL,META,9,162.1904296875,11761.438338279724
13,2019-02-28,SELL,NVDA,1700,3.8539788722991943,18313.202421188354
14,2019-02-28,BUY,AAPL,7,41.9350471496582,18019.657091140747
15,2019-02-28,BUY,AMZN,101,82.05449676513672,9732.152917861938
16,2019-02-28,BUY,GOOGL,76,55.94171142578125,5480.5828495025635
17,2019-02-28,BUY,MSFT,6,106.1772232055664,4843.519510269165
18,2019-02-28,BUY,TSLA,221,20.982667922973633,206.3498992919922
19,2019-03-06,SELL,TSLA,5078,18.43600082397461,93824.36208343506
20,2019-03-29,SELL,AAPL,117,45.25637435913086,99119.35788345337
21,2019-03-29,SELL,AMZN,61,88.6709976196289,104528.28873825073
22,2019-03-29,SELL,CSCO,12,44.44717025756836,105061.65478134155
23,2019-03-29,SELL,GOOGL,26,58.401790618896484,106580.10133743286
24,2019-03-29,SELL,MSFT,12,110.68290710449219,107908.29622268677
25,2019-03-29,SELL,NVDA,2723,4.400113582611084,119889.80550813675
26,2019-03-29,BUY,INTC,72,45.99732208251953,116577.99831819534
27,2019-03-29,BUY,META,7,164.92001342773438,115423.5582242012
28,2019-03-29,BUY,NFLX,16,354.6099853515625,109749.7984585762
29,2019-03-29,BUY,TSLA,5904,18.57466697692871,84.96462678909302
30,2019-04-26,SELL,TSLA,5904,16.5086669921875,97552.1345486641
31,2019-04-30,SELL,AAPL,68,49.06691360473633,100888.68467378616
32,2019-04-30,SELL,AMZN,44,96.92150115966797,105153.23072481155
33,2019-04-30,SELL,CSCO,11,47.05052185058594,105670.786465168
34,2019-04-30,SELL,GOOGL,87,64.57591247558594,111288.89085054398
35,2019-04-30,SELL,META,69,194.03880310058594,124677.5682644844
36,2019-04-30,SELL,MSFT,49,122.83692932128906,130696.57780122757
37,2019-04-30,BUY,INTC,227,44.265159606933594,120648.38657045364
38,2019-04-30,BUY,NFLX,1,371.8299865722656,120276.55658388138
39,2019-04-30,BUY,NVDA,1038,4.451748371124268,115655.64177465439
40,2019-04-30,BUY,TSLA,7180,16.097999572753906,72.00484228134155
41,2019-05-14,SELL,INTC,2611,39.00298309326172,101908.79369878769
42,2019-05-14,SELL,NVDA,25965,3.9334163665771484,204039.94965696335
43,2019-05-18,SELL,TSLA,7180,14.0686674118042,305052.9816737175
44,2019-05-31,SELL,AMZN,31,90.81600189208984,307868.2777323723
45,2019-05-31,SELL,CSCO,107,44.90461349487305,312673.0713763237
46,2019-05-31,SELL,META,17,182.31356811523438,315772.4020342827
47,2019-05-31,SELL,MSFT,58,119.45332336425781,322700.69478940964
48,2019-05-31,SELL,NFLX,10,351.8500061035156,326219.1948504448
49,2019-05-31,BUY,AAPL,102,42.922245025634766,321841.12585783005
50,2019-05-31,BUY,GOOGL,97,55.86797332763672,316421.9324450493
51,2019-05-31,BUY,INTC,2707,38.97684860229492,210911.60327863693
52,2019-05-31,BUY,NVDA,30520,3.4572556018829346,105396.16230916977
53,2019-05-31,BUY,TSLA,8399,12.54800033569336,5.5074896812438965
54,2019-06-28,SELL,AAPL,100,48.08351516723633,4813.859006404877
55,2019-06-28,SELL,NVDA,2581,4.056701183319092,15284.204760551453
56,2019-06-28,SELL,TSLA,769,14.855999946594238,26708.468719482422
57,2019-06-28,BUY,AMZN,28,95.21399688720703,24042.476806640625
58,2019-06-28,BUY,CSCO,76,46.71522521972656,20492.119689941406
59,2019-06-28,BUY,GOOGL,225,53.637062072753906,8423.780723571777
60,2019-06-28,BUY,INTC,33,41.355709075927734,7059.042324066162
61,2019-06-28,BUY,META,21,188.7788848876953,3094.6857414245605
62,2019-06-28,BUY,MSFT,5,127.45297241210938,2457.4208793640137
63,2019-06-28,BUY,NFLX,6,370.0199890136719,237.30094528198242
64,2019-07-19,SELL,NFLX,306,325.2099914550781,99751.55833053589
65,2019-07-31,SELL,AAPL,8,50.25971603393555,100153.63605880737
66,2019-07-31,SELL,GOOGL,182,61.17822265625,111288.07258224487
67,2019-07-31,SELL,INTC,118,45.05036163330078,116604.01525497437
68,2019-07-31,SELL,MSFT,3,133.34347534179688,117004.04568099976
69,2019-07-31,SELL,NVDA,857,4.3604021072387695,120740.91028690338
70,2019-07-31,SELL,TSLA,318,16.150667190551758,125876.82245349884
71,2019-07-31,BUY,AMZN,53,94.92649841308594,120845.71803760529
72,2019-07-31,BUY,CSCO,53,47.63424301147461,118321.10315799713
73,2019-07-31,BUY,META,1,196.29017639160156,118124.81298160553
74,2019-07-31,BUY,NFLX,362,325.92999267578125,138.15563297271729
75,2019-08-15,SELL,CSCO,2479,42.69114685058594,105969.50867557526
76,2019-08-24,SELL,NFLX,362,291.44000244140625,211470.78955936432
77,2019-08-30,SELL,AAPL,147,50.506248474121094,218895.20808506012
78,2019-08-30,SELL,GOOGL,61,59.49632263183594,222524.4837656021
79,2019-08-30,SELL,MSFT,41,131.66177368164062,227922.61648654938
80,2019-08-30,SELL,NVDA,310,4.154505252838135,229210.5131149292
81,2019-08-30,BUY,AMZN,2,89.31999969482422,229031.87311553955
82,2019-08-30,BUY,CSCO,2789,39.873748779296875,117823.98777008057
83,2019-08-30,BUY,INTC,83,41.117347717285156,114411.2479095459
84,2019-08-30,BUY,NFLX,374,296.7799987792969,3415.528366088867
85,2019-08-30,BUY,TSLA,212,14.780667304992676,282.0268974304199
86,2019-09-24,SELL,NFLX,374,265.9200134277344,99736.11191940308
87,2019-09-28,SELL,META,601,176.42608642578125,205768.1898612976
88,2019-09-30,SELL,AAPL,73,52.876792907714844,209628.1957435608
89,2019-09-30,SELL,CSCO,55,41.198097229003906,211894.091091156
90,2019-09-30,SELL,GOOGL,26,61.07609558105469,213482.06957626343
91,2019-09-30,SELL,INTC,177,44.547454833984375,221366.96908187866
92,2019-09-30,SELL,NVDA,418,4.272921085357666,223153.05009555817
93,2019-09-30,SELL,TSLA,547,16.142000198364258,231982.72420406342
94,2019-09-30,BUY,AMZN,60,86.27249908447266,226806.37425899506
95,2019-09-30,BUY,META,638,176.42608642578125,114246.53111934662
96,2019-09-30,BUY,MSFT,12,131.29002380371094,112671.05083370209
97,2019-09-30,BUY,NFLX,428,263.0799865722656,72.8165807723999
98,2019-10-31,SELL,AAPL,28,58.78260040283203,1718.7293920516968
99,2019-10-31,SELL,INTC,39,49.65312194824219,3655.201148033142
100,2019-10-31,SELL,NFLX,4,291.45001220703125,4821.001196861267
101,2019-10-31,SELL,NVDA,1890,5.050086498260498,14365.664678573608
102,2019-10-31,SELL,TSLA,1094,21.000667572021484,37340.39500236511
103,2019-10-31,BUY,AMZN,83,88.99949645996094,29953.436796188354
104,2019-10-31,BUY,CSCO,322,40.422237396240234,16937.476354599
105,2019-10-31,BUY,GOOGL,122,62.807315826416016,9274.983823776245
106,2019-10-31,BUY,META,20,187.53363037109375,5524.31121635437
107,2019-10-31,BUY,MSFT,39,137.8483123779297,148.2270336151123
108,2019-11-29,SELL,AAPL,103,64.91655731201172,6834.632436752319
109,2019-11-29,SELL,META,13,201.23130798339844,9450.639440536499
110,2019-11-29,SELL,MSFT,5,145.69187927246094,10179.098836898804
111,2019-11-29,SELL,NFLX,13,315.92999267578125,14286.18874168396
112,2019-11-29,SELL,NVDA,591,5.43322229385376,17497.223117351532
113,2019-11-29,SELL,TSLA,10,22.086000442504883,17718.08312177658
114,2019-11-29,BUY,AMZN,38,90.92549896240234,14262.914161205292
115,2019-11-29,BUY,CSCO,317,38.45042037963867,2074.1309008598328
116,2019-11-29,BUY,GOOGL,18,65.3695297241211,897.4793658256531
117,2019-11-29,BUY,INTC,17,51.611183166503906,20.08925199508667
118,2019-12-31,SELL,AAPL,56,70.6558837890625,3976.8187441825867
119,2019-12-31,SELL,NVDA,141,5.783752918243408,4792.327905654907
120,2019-12-31,SELL,TSLA,908,27.64666748046875,29895.501977920532
121,2019-12-31,BUY,AMZN,60,92.34449768066406,24354.83211708069
122,2019-12-31,BUY,CSCO,20,40.4477424621582,23545.877267837524
123,2019-12-31,BUY,GOOGL,72,66.7435531616211,18740.341440200806
124,2019-12-31,BUY,INTC,103,52.59031677246094,13323.53881263733
125,2019-12-31,BUY,META,29,203.63214111328125,7418.206720352173
126,2019-12-31,BUY,MSFT,19,150.73251342773438,4554.28896522522
127,2019-12-31,BUY,NFLX,13,323.30999755859375,351.258996963501
